brand,description,generique,image,model,title,url
asp,Une lisse polyvalente Cette lisse vous servira dans vos travaux de cltures et bardages Elle sutilise aussi bien verticalement quhorizontalement et se fixera facilement sur des poteaux en PVC Avec une longueur de 24 mtres elle permet de couvrir de grandes surfaces rapidement mais peut aussi se dcouper facilement en fonction de vos besoins Pour ce faire vous utiliserez une scie mtaux ou une scie PVC Lassemblage des lisses entre elles se fait par vissage jointage ou collage vous navez qu choisir Pour finir un systme de cloisons permet daccder trs facilement aux vis et garantit une meilleure esthtique pour le rendu final Une lisse durable et intemporelle Cette lisse convient parfaitement un usage extrieur Elle est fabrique en PVC une matire trs rsistante qui supporte bien les agressions climatiques Elle est protge des UV grce un traitement au polychlorure de vinyle Ceci lui permet de conserver sa belle couleur blanche qui rendra si bien au jardin ou sur la terrasse La couleur blanche et brillante conserve un aspect actuel toutes les poques et donne une sensation douverture et despace mme dans un environnement cltur Pour terminer la lisse en PVC Brico Dpt est trs facile nettoyer avec une ponge et de leau savonneuse Coloris Blanc Dimensions Longueur 240 cm x Largeur 3 cm x Hauteur 12 cm Matire PVC Protection UV par polychlorure de vinyle Utilisation horizontale et verticale Assemblage par jointage vissage ou collage Garantie 10 ans,,,asp,Lisse PVC blanc L 240 m l 30 mm H 120 mm Brico Dpt,https://www.bricodepot.fr/catalogue/lisse-pvc-blanc-l-240-m-l-30-mm-h-120-mm/prod11983/
asp,Le poteau bton a feuillure aspect bois Dimensions Longueur 250 m Section 12 x 12 cm,,,asp,Poteau bton feuillure L 250 m x Section 12 x 12 cm Brico Dpt,https://www.bricodepot.fr/catalogue/poteau-beton-a-feuillure-l-250-m-x-section-12-x-12-cm/prod11732/
asp,Le coude en PVC Dv 25 cm sable First Plast permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 80mm de diamtre Ce coude est dot dune courbure 8730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC sable MF 8730 et 80 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-sable-mf-8730-et-80/prod11684/
asp,Le coude en PVC Dv 25 cm sable First Plast permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 80mm de diamtre Ce coude est dot dune courbure 6730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC sable MF 6730 et 80 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-sable-mf-6730-et-80/prod11683/
asp,Le coude en PVC Dv 25 cm gris permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 80mm de diamtre Ce coude est dot dune courbure 6730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 25 cm gris Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-25cm-gris/prod11671/
asp,Le coude en PVC Dv 25 mm gris First Plast de 22mm dpaisseur permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 80mm de diamtre Ce coude 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 25 mm gris Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-25mm-gris/prod11670/
asp,Le coude en PVC avec courbure 8730 permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 80mm de diamtre Ce coude est dot dune courbure 8730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC avec courbure 87 30 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-avec-courbure-a-8730/prod11672/
asp,Le fond de naissance en PVC gris Dv 25 mm First Plast permet de fermer les profils et les naissances Cet accessoire dispose dun systme par dembotement rversible donnant la possibilit de fermer la naissance par la droite etou la gauche Sa composition en PVC lui confre un aspect esthtique et une rsistance au soleil aux orages et la grle Il est trs facile installer et entretenir De plus il dispose de la certification UNI EN607,,,asp,Fond de naissance en PVC Gris Dv 25 mm Brico Dpt,https://www.bricodepot.fr/catalogue/fond-de-naissance-en-pvc-gris-dev-25mm/prod11665/
asp,Le coude en PVC Dv 16 cm gris MF First Plast de 32mm dpaisseur permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude est dot dune courbure 8730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC gris MF 8730 et 50 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-gris-mf-8730-et-50/prod11656/
asp,Le coude en PVC Dv 16 mm gris First Plast de 32mm dpaisseur permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 16 mm gris Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-16mm-gris/prod11654/
asp,Le coude en PVC Dv 16 cm gris MF First Plast de 32mm dpaisseur permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude est dot dune courbure 6730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC de First Plast Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC gris MF 6730 et 50 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-gris-mf-6730-et-50/prod11655/
,Pour travailler en hauteur Lchafaudage Europa de 271 mtres de haut dimensions de lchafaudage mont sera parfait pour une utilisation domestique Il permet daccder des espaces en hauteur quil est difficile datteindre avec une chelle Grce cet chafaudage permettant de travailler jusqu 4 mtres de haut vous pourrez repeindre une faade nettoyer les gouttires le long de la toiture et raliser bien dautres travaux en hauteur dans le plus grand confort Une conception pratique Cet chafaudage est pens pour simplifier votre travail Il est tout dabord pourvu de rampes latrales avec des barreaux qui sutilisent comme une chelle Une trappe daccs par lintrieur avec rabat automatique permet de rejoindre la plateforme facilement et en toute scurit La hauteur de plancher peut quant elle tre rgle tous les 28 cm afin de trouver la position idale selon les besoins Totalement scuris il dispose dun plancher en bois antidrapant trait hydrofuge Une installation simple Cet chafaudage domestique est facile et rapide monter La notice dutilisation vous guidera dans le montage Une fois install vous pourrez dplacer lchafaudage en le soulevant lgrement Son poids de 19 kg et sa conception en aluminium le rendent lger afin de le manier aisment Il sera ensuite facile dmonter pour le ranger jusqu votre prochaine utilisation Matire Aluminium Dimensions Hauteur 271 m x Largeur 148 m x Profondeur 121 m Hauteur de travail maximale 4 m Charge maximale 150 kg Poids 19 kg Marque Europa Norme NF E85 200 relative la scurit des chafaudages domestiques Fabrication Franaise,automatique,,,chafaudage en aluminium 4 m Brico Dpt,https://www.bricodepot.fr/catalogue/echafaudage-en-aluminium-4m/prod11625/
asp,Le t en PVC Dv 16 mm avec courbure 45 gris permet de raccorder 2 descentes ou des accessoires de raccordement un tube PVC de 50mm de diamtre Ce coude en t 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,T en PVC Dv 16 mm avec courbure 45 gris Brico Dpt,https://www.bricodepot.fr/catalogue/te-en-pvc-dev-16mm-avec-courbure-a-45-gris/prod11561/
,Long 2 m p 065 mm Pour raliser une tanchit parfaite entre une faade et un pan de toit,plomb,,,Solin bavette en zinc et plomb L 2 m p 065 mm Brico Dpt,https://www.bricodepot.fr/catalogue/solin-bavette-en-zinc-et-plomb-l-2m-ep-065mm/prod11540/
,La bande de plomb L 10 m l 160 mm est une bande dtanchit destine aux travaux de rparation notamment aux interventions sur une toiture Disponible en rouleau de 10m elle a une paisseur de 125mm et une largeur 100m Avec son filet plomb elle est impermable et bnficie dune bonne rsistance,plomb,,,Bande de plomb long 10 m x larg 160 mm Brico Dpt,https://www.bricodepot.fr/catalogue/bande-de-plomb-long-10m-x-larg-160mm/prod11537/
,En rouleau de 10 m p 125 mm Larg 100 mm,plomb,,,Bande de plomb long 10 m x larg 100 mm Brico Dpt,https://www.bricodepot.fr/catalogue/bande-de-plomb-long-10m-x-larg-100mm/prod11536/
asp,Le coude en PVC Dv 16 mm sable 50 mm permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude est dot dune courbure 8730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 16 mm sable 50 mm Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-16-mm-sable--50-mm/prod11518/
asp,Le coude en PVC Dv 16 mm 50 mm permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude est dot dune courbure 6730 et possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 16 mm 50 mm Ce coude est dot dune courbure 6730 Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-16-mm--50-mm-ce-coude-est-dote-dune-courbure-a-6730/prod11517/
asp,Le coude en PVC Dv 25 mm sable 45 50 mm permet de dvier le tube de descente ou des accessoires de raccordement vers un tuyau PVC de 50mm de diamtre Ce coude 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,Coude en PVC Dv 25 mm sable 45 50 mm Brico Dpt,https://www.bricodepot.fr/catalogue/coude-en-pvc-dev-25-mm-sable-45---50-mm/prod11516/
asp,Pour maonnerie et enduit Dangereux Respecter les conditions demploi Temps de schage 1 3h Temprature maximale lapplication 35 Temprature minimale lapplication 5 Usage Montage de murs enduits de faade pose de tuiles scellement de carrelages Possibilit de btarder Pour travaux dont le rendu ncessite un aspect esthtique rnovation restauration jointoiement Restauration du bti ancien et ralisation denduits lancienne monuments historiques Btiments de France,,,asp,Chaux pure hydraulique blanche 25 kg Brico Dpt,https://www.bricodepot.fr/catalogue/chaux-pure-hydraulique-blanche-25-kg/prod11502/
asp,La t en PVC Dv 25 mm avec courbure 45 sable permet de raccorder 2 descentes ou des accessoires de raccordement un tube PVC de 80mm de diamtre Ce coude en t 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,T en PVC Dv 25 mm avec courbure 45 sable Brico Dpt,https://www.bricodepot.fr/catalogue/te-en-pvc-dev-25mm-avec-courbure-a-45-sable/prod11461/
asp,Le fond de naissance PVC DEV 25 sable permet de fermer les profils et les naissances Cet accessoire dispose dun systme par embotement rversible donnant la possibilit de fermer la naissance par la droite etou la gauche Sa composition en PVC lui confre un aspect esthtique et une rsistance au soleil aux orages et la grle Il est trs facile installer et entretenir De plus il dispose de la certification UNI EN607,,,asp,Fond de naissance PVC DEV 25 Sable Brico Dpt,https://www.bricodepot.fr/catalogue/fond-de-naissance-pvc-dev-25-sable/prod11459/
asp,La t en PVC Dv 25 mm avec courbure 45 gris permet de raccorder 2 descentes ou des accessoires de raccordement un tube PVC de 80mm de diamtre Cette culotte en t 45 possde une partie femelle et une partie mle Son raccordement seffectue au moyen dune colle spciale PVC Enfin sa composition en PVC lui donne un bel aspect esthtique ainsi quune grande robustesse face au soleil aux orages et la grle Cet quipement sinstalle trs aisment et sentretient facilement Il a obtenu la certification UNI EN607,,,asp,T en PVC Dv 25 mm avec courbure 45 gris Brico Dpt,https://www.bricodepot.fr/catalogue/te-en-pvc-dev-25mm-avec-courbure-a-45-gris/prod11454/
asp,A poser en toiture sur le conduit de chemine,,,asp,Aspirateur de chemine bton 2020 40 x 40 x 22 cm Brico Dpt,https://www.bricodepot.fr/catalogue/aspirateur-de-cheminee-beton-2020-40-x-40-x-22-cm/prod11375/
,Installez cet interrupteur pour volet roulant DELTA IRIS silver pour monter et descendre les volets roulants motoriss De couleur silver argente cet interrupteur pour volet roulant DELTA IRIS silver fait partie de la gamme Delta iris de la marque Siemens Pour le faire fonctionner il vous suffit de fixer les plaques aux mcanismes le dispositif est ainsi prt fonctionner et la connexion est automatique Ce mcanisme est certifi NF Grce ce mcanisme interrupteur vous pourrez monter et descendre les volets roulants rapidement et sans effort Facile dinstallation le dispositif vous permet de raliser un raccordement lectrique de qualit et sans outil En plus dtre utile et pratique cet lment est design et esthtique Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Interrupteur volet roulant Delta Iris silver Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-volet-roulant-delta-iris-silver/prod11062/
,La prise tlphone clipser DELTA IRIS blanc se rvle trs utile dans le cadre dun raccordement une ligne tlphonique Cette prise tlphone de la marque Siemens vous permet de raccorder votre tlphone votre ligne tlphonique Pour ce faire vous devez fixer les plaques aux mcanismes grce au clipsage la connexion est automatique Ce produit de couleur blanche fait partie de la gamme Delta iris et est certifi CE Grce cette prise tlphone clipser DELTA IRIS blanc le raccordement lectrique est ralis rapidement et vous naurez besoin daucun outil Sachez enfin que les fils ont lavantage de se monter et se dmonter facilement En plus dtre utile ce produit est esthtique et design Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise tlphone clipser Delta Iris blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-telephone-a-clipser-delta-iris-blanc/prod11068/
,Avec cette prise TVFM clipser DELTA IRIS blanc vous pourrez connecter sur la mme prise votre tlviseur et votre radio Cette prise TVFM de la marque Siemens est certifie CE elle est de couleur blanche et fait partie de la gamme Delta iris Pour la mettre en place il suffit de fixer les plaques aux mcanismes grce au clipsage La connexion est automatique Une fois installe cette prise TVFM clipser DELTA IRIS blanc est idale pour connecter votre tlviseur et votre radio FM sur la mme prise Sachez que sa mise en place est facile et que le montage ainsi que le dmontage des fils se font trs simplement Le raccordement lectrique est de qualit et est ralis rapidement et sans outil Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise TVFM clipser Delta Iris blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-tvfm-a-clipser-delta-iris-blanc/prod11069/
,Utilisez le double va et vient clipser pour mise sous tension de points dclairages DELTA IRIS blanc dans vos installations lectriques pour mettre sous tension un ou plusieurs points dclairage Ce mcanisme double va vient de chez Siemens fait partie de la gamme Delta iris Concernant le montage il vous suffit de fixer les plaques aux mcanismes en les clipsant La connexion est automatique Cest un produit qui est certifi NF et que vous pouvez mettre en place en toute scurit De couleur blanche ce double va et vient clipser pour mise sous tension de points dclairages DELTA IRIS blanc est idal pour mettre sous tension des points dclairage et cela de deux endroits diffrents Grce ce dispositif vous pourrez effectuer un raccordement lectrique de qualit rapidement et sans outil Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Interrupteur double va et vient clipser Delta Iris blanc Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-double-va-et-vient-a-clipser-delta-iris-blanc/prod11049/
,Variez lintensit de la lumire de votre lampe avec linterrupteur variateur rotatif 500 W clipser DELTA IRIS blanc Ce variateur rotatif de la marque Siemens appartient la gamme Delta iris Son procd dinstallation est simple vous devez fixer les plaques aux mcanismes en les clipsant et la connexion est automatique Ce produit est certifi NF Profitez de linterrupteur variateur rotatif 500 W clipser DELTA IRIS blanc pour moduler lintensit de la lumire selon vos envies et installer lambiance que vous souhaitez Pratique et utile cet lment est galement design et trs discret de couleur blanche il trouvera sa place dans tous les intrieurs Vous pourrez ainsi raliser un raccordement lectrique de qualit rapidement et sans outil Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Interrupteur variateur rotatif clipser Delta Iris blanc 500 W Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-variateur-rotatif-a-clipser-delta-iris-blanc-500-w/prod11076/
,Ce lot de 5 kits de point de centre DCL une douille de type E27 et une fiche Prof 50 mm par point se rvle trs utile lors de linstallation de points lumineux Ce lot de la marque Capri comprend cinq kits de points de centre DCL une douille de type E27 ainsi quune fiche Concernant les dimensions chaque point est caractris par une profondeur de 50mm Sachez que le lot de 5 kits de point de centre DCL une douille de type E27 et une fiche Prof 50 mm par point est de fabrication franaise Chacun des lments prsents dans ce kit a lavantage dtre discret et rsistant Ces points de centre DCL sont des petites botes dencastrement destines quiper les points dclairage installs dans votre logement Vous pourrez ainsi facilement mettre en place des points lumineux dans votre plafond Informations fournisseurs Nom COOPER SECURITE SAS Email httpselectricalsectoreatoncom2017ESEMEAFRProjectcarefrhtml Adresse rue Ludwig Van Beethoven 63200 Riom France,douille,,,Lot de 5 kits de point de centre DCL une douille de type E27 et une fiche Prof 50 mm par point Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-5-kits-de-point-de-centre-dcl-une-douille-de-typee27-et-une-fiche-prof-50mm-par-point/prod10986/
asp,Cette grille daration pour VMC 190 x 190 mm comprend un auvent en aluminium Elle est quipe dune moustiquaire et peut tre installe en intrieur ou en extrieur Montage en applique visser ou coller Installation simple Sinstalle facilement grce son design pratique offrant une mise en place rapide Esthtique moderne Laluminium lui confre un aspect moderne et lgant sintgrant parfaitement dans tous types denvironnements Polyvalence Idale pour les systmes de ventilation daration ou dvacuation dair dans divers espaces,,,asp,Grille daration grise en alu 190 x 190 mm Brico Dpt,https://www.bricodepot.fr/catalogue/grille-daeration-grise-en-alu-190-x-190-mm/prod10818/
asp,Cette grille de ventilation possde une moustiquaire et 2 parties coulissante elle est encastrer et visser De couleur blanche elle est en plastique Dimensions extrieures 250x146mm Dimension dencastrement 223x119mm Matriau durable Fabriqu en plastique de haute qualit pour une rsistance accrue et une longue dure de vie Design moderne et lgant Finition blanche BLC pour un aspect soign qui sadapte tous les styles dintrieur Installation encastre Sintgre parfaitement dans les murs ou les plafonds pour une finition discrte Amliorez votre systme de ventilation avec la GRIL PLAST COULIS ENCAST 223X119 AM BLC Cette grille encastre au design lgant et moderne se fond parfaitement dans nimporte quel espace tout en permettant une ventilation efficace et ajustable grce son mcanisme coulissant Fabrique en plastique durable elle est facile installer et idale pour une utilisation durable Sa finition blanche sintgre harmonieusement dans tous les types dintrieur offrant la fois praticit et esthtique Parfaite pour garantir une circulation dair optimale sans compromettre lapparence de votre pice Informations fournisseurs Nom Autogyre Email wwwautogyrefrcontact Adresse 949 avenue Saint Just ZI de Vaux le Pnil 77000 France,,,asp,Grille blanche rectangulaire avec moustiquaire 250 x 146 mm Brico Dpt,https://www.bricodepot.fr/catalogue/grille-blanche-rectangulaire-avec-moustiquaire-250-x-146-mm/prod10814/
asp,Grille de ventilation visser Dimensions pratiques Taille 251x108 mm idale pour les systmes de ventilation ou daration de taille moyenne Design moderne et discret Son aspect plat et sa couleur blanche sintgrent facilement dans tout type denvironnement Facilit dentretien Le plastique est facile nettoyer garantissant une utilisation durable et sans tracas Informations fournisseurs Nom Autogyre Email wwwautogyrefrcontact Adresse 949 avenue Saint Just ZI de Vaux le Pnil 77000 France,,,asp,Grille PVC plate blanche 251 x 108 mm Brico Dpt,https://www.bricodepot.fr/catalogue/grille-pvc-plate-blanche-251-x-108-mm/prod10811/
express,Une gaine ICTA prfile 16 mm L 100 m quest ce que cest ICTA est lacronyme de Isolant Cintrable Transversalement Annel Lexpression dsigne une gaine lectrique conue pour protger des fils lintrieur dun btiment la diffrence dun modle nu la gaine prfile contient dj des fils lectriques celle ci intgre 3 fils dont un fil de terre jaune expliquant la lettre G et un tire fils Cette gaine ICTA grise offre un diamtre total de 16 mm Elle est propose en rouleau de 100 m de long Quand utiliser une gaine ICTA Grce ses 3 fils lectriques cette gaine ICTA est idale pour monter un circuit destin des prises de courant Dautant quelle est conue en polypropylne un matriau rsistant dans le temps et capable dempcher la propagation des flammes en cas de feu Le fait quelle soit ici prfile et quelle offre un tire fils reprsente un gain de temps et une facilit dutilisation non ngligeables Inutile de passer des fils puisquils sont dj inclus Prvue pour un montage lintrieur elle convient aussi bien encastre dans une cloison que laisse apparente dans une buanderie par exemple Catgorie Gaine ICTA prfile Matire Polypropylne Diamtre de la gaine 16 mm Longueur du rouleau 100 m Coloris Gris Inclus Tire fils,,,express,Gaine icta prfile L 100 m 16 mm Brico Dpt,https://www.bricodepot.fr/catalogue/gaine-icta-prefilee-l-100m--16mm/prod10794/
express,Une gaine ICTA prfile 3G25 mm 20 mm L 100 m quest ce que cest ICTA est lacronyme de Isolant Cintrable Transversallement Annel Lexpression dsigne une gaine lectrique conue pour protger des fils lintrieur dun btiment la diffrence dun modle nu la gaine prfile contient dj des fils lectriques celle ci intgre 3 fils de 25 mm dont un fil de terre jaune expliquant la lettre G et un tire fils Cette gaine ICTA grise offre un diamtre total de 20 mm Elle est propose en rouleau de 100 m de long Quand utiliser une gaine ICTA 3G25 mm Grce ses 3 fils lectriques de 25 mm cette gaine ICTA est idale pour monter un circuit destin des prises de courant Dautant quelle est conue en polypropylne un matriau rsistant dans le temps et capable dempcher la propagation des flammes en cas de feu Le fait quelle soit ici prfile et quelle offre un tire fils reprsente un gain de temps et une facilit dutilisation non ngligeables Inutile de passer des fils puisquils sont dj inclus Prvue pour un montage lintrieur elle convient aussi bien encastre dans une cloison que laisse apparente dans une buanderie par exemple Catgorie Gaine ICTA prfile Matire Polypropylne Diamtre de la gaine 20 mm Longueur du rouleau 100 m Coloris Gris Inclus Tire fils,,,express,Gaine icta prfile 3G25 mm 20 mm L 100 m Brico Dpt,https://www.bricodepot.fr/catalogue/gaine-icta-prefilee-3g25-mm--20mm-l-100m/prod10788/
asp,Cette bouche dextraction pour VMC est en PVC blanc avec manchette 3 GRIF Diamtre de 125 mm Matriau durable Fabrique partir de matriaux rsistants offrant une longue dure de vie Polyvalence Parfaite pour les systmes de ventilation daration ou dextraction dair dans divers environnements Design discret Son aspect simple et fonctionnel sintgre facilement dans les espaces modernes Informations fournisseurs Nom Autogyre Email wwwautogyrefrcontact Adresse 949 avenue Saint Just ZI de Vaux le Pnil 77000 France,,,asp,Bouche dextraction pour VMC 125mm 3 GRIF Brico Dpt,https://www.bricodepot.fr/catalogue/bouche-dextraction-pour-vmc-125mm-3-grif/prod10754/
mab,Inflammable Irritant Dangereux Respecter les conditions demploi,,,f,Actone inflammable irritant 5 L Brico Dpt,https://www.bricodepot.fr/catalogue/acetone-inflammable-irritant-5-l/prod10306/
mab,Dissout les colles vernis peintures Inflammable Irritant Dangereux Respecter les conditions demploi,,,f,Actone Dissout les colles vernis peintures 1 L Brico Dpt,https://www.bricodepot.fr/catalogue/acetone-dissout-les-colles-vernis-peintures-1-l/prod10305/
brand,description,generique,image,model,title,url
asp,Dalle imitation ardoise sable 50 x 50 cm pour construction de terrasse Dimensions 50 X 50 cm Installation pose sur plot pose sur sable ou coller sur chape bton Entretien Mettre un hydrofuge de surface pour protger des salissures et pollution 4 dalles au m Antidrapant rsistant aux intempries Aspect Micro structur Couleur sable Surface de couverture 025 m Intrieur ou extrieur Type de fixation coller,,,asp,Dalle imitation ardoise sable 50 x 50 cm Brico Dpt,https://www.bricodepot.fr/catalogue/dalle-imitation-ardoise-sable-50-x-50-cm/prod73520/
asp,Lame pierre aspect chne blanchi 100 x 20 cm p3 cm Dim 100 x 20 cm Ep 3 cm Imitation bois Type de pierre Pierre calcaire Aspect surface Lisse Nombre par m 5 Poids au m 80 kg,,,asp,Lame pierre aspect chne blanchi 100 x 20 cm p3 cm Brico Dpt,https://www.bricodepot.fr/catalogue/lame-pierre-aspect-chene-blanchi-100-x-20-cm-ep3-cm/prod73512/
,Long 205 m Larg 115 cm en botte de 2357 m2 selon dpts p 9 mm Choix AB,9 mm,,,Lambris bois dpica du nord SDN AB pour menuiserie dintrieur L 205 m l 11 5 cm p 9 mm Brico Dpt,https://www.bricodepot.fr/catalogue/lambris-bois-depicea-du-nord-sdn-ab-pour-menuiserie-dinterieur-l-205m-l-11-5cm-ep-9mm/prod7263/
asp,Un lambris en PVC rsistant lhumidit Fabriqu en PVC une matire plastique peu poreuse et imputrescible ce lambris ne craint ni lhumidit ni les moisissures En outre il se nettoie trs facilement avec une ponge et un peu deau savonneuse Conu pour habiller ou rnover les murs ce lambris en PVC de 4 m de longueur est aussi idal pour les plafonds Un revtement pour vos murs et vos plafonds Ce lambris en PVC peut tre pos partout dans la maison Grce son impermabilit il est particulirement bien adapt aux pices humides Ainsi il peut tre utilis dans une cuisine ou une salle de bains o il protgera les murs et le plafond des projections deau Son aspect blanc brillant en font galement un lment de dcoration part entire qui apportera de la luminosit la pice Une pose facile Grce sa lgret ce lambris en PVC se manipule se coupe et se pose facilement Pratique il peut sinstaller verticalement ou horizontalement sur diffrents supports comme une armature en bois ou mtal ou directement sur un mur ou des plaques de placo Selon le type dossature il existe plusieurs techniques de fixation vissage agrafage ou collage Dimensions L 4 m x l 25 cm x p 10 mm Propos en botte de 4 m Matire PVC Adapt aux pices humides Idal pour les plafonds Coloris blanc Aspect brillant,,,asp,Lambris PVC blanc brillant l 25 cm x L 4 m Brico Dpt,https://www.bricodepot.fr/catalogue/lambris-pvc-blanc-brillant-l-25-cm-x-l-4-m/prod7249/
